L,     d,     R,     A,     
14.939,35.901,22.092,3.342
15.494,39.660,19.372,3.648
16.197,29.383,23.322,2.529
15.273,33.149,21.120,2.252
17.015,39.092,20.476,4.441
15.307,32.953,25.898,0.000
15.231,42.998,25.198,3.038
16.293,41.906,24.791,1.611
14.614,38.716,20.324,3.578
16.993,26.797,19.582,3.659
15.206,27.646,18.769,2.154
15.011,36.191,21.729,2.135
16.613,31.473,20.286,5.148
16.294,39.091,22.948,3.192
16.404,41.260,17.264,4.093
16.496,39.282,21.467,1.204
15.833,44.782,16.132,1.960
16.622,28.207,19.671,0.800
15.910,39.053,15.835,2.810
16.815,26.153,14.830,3.351
15.652,30.263,21.191,3.211
15.270,27.115,18.921,2.597
16.803,38.467,21.935,5.780
16.388,30.105,21.010,3.453
14.237,30.939,21.244,2.056
17.281,32.014,22.279,1.253
16.196,35.029,15.372,1.248
17.044,26.100,16.929,2.991
16.550,32.605,19.802,6.220
13.684,37.460,23.668,3.986
16.566,30.208,18.901,0.860
14.802,32.690,21.238,3.535
15.105,35.058,24.106,2.941
15.895,34.675,18.666,0.000
14.893,29.001,20.731,0.000
14.002,33.723,15.242,2.800
15.817,35.484,17.000,1.889
16.350,32.372,18.969,0.352
14.870,31.893,19.301,0.907
16.210,48.331,15.985,1.389
14.435,26.677,22.912,0.235
13.783,28.447,13.275,4.353
13.855,32.972,23.362,2.815
15.281,41.527,19.420,3.151
16.754,37.842,16.522,3.747
16.226,37.101,20.496,3.315
13.181,37.987,17.648,2.444
14.344,34.565,23.996,2.619
16.195,36.819,18.985,0.000
16.251,38.576,20.982,1.870
16.047,26.451,22.643,1.453
17.953,29.840,17.308,2.729
16.813,28.803,17.983,1.685
19.234,32.251,22.990,0.915
13.603,36.998,21.410,2.816
14.784,32.492,24.224,1.061
16.188,30.883,17.481,0.197
15.804,32.879,21.450,0.233
13.913,28.445,23.811,2.367
14.133,33.894,25.836,0.888
15.029,30.316,17.996,5.542
16.197,39.942,15.471,3.443
15.560,42.199,17.792,3.198
13.683,33.404,20.153,2.451
16.188,23.364,18.827,3.340
14.098,34.342,23.626,1.902
16.295,37.247,19.031,4.169
14.749,34.832,19.816,0.291
16.256,35.547,21.183,2.473
16.917,31.959,16.675,1.999
16.172,33.921,19.128,1.630
14.983,34.831,21.334,2.247
16.222,37.561,21.517,1.009
15.454,31.539,20.463,0.699
14.794,33.333,23.186,1.846
15.449,47.338,20.959,2.329
14.875,40.706,19.563,1.302
16.051,35.900,16.894,2.137
16.201,34.759,17.455,2.995
15.687,38.522,20.773,2.267
13.942,32.881,14.582,0.000
14.460,35.193,23.089,3.274
15.192,45.244,22.660,0.595
14.951,28.654,20.595,3.824
14.151,37.500,19.354,3.328
15.816,39.378,18.854,2.736
16.225,30.211,20.413,0.000
14.170,28.517,18.772,2.408
16.125,40.762,20.607,3.833
16.057,23.237,21.184,3.053
15.959,41.291,17.261,2.886
13.553,39.170,17.948,1.231
15.313,28.936,22.999,4.630
15.197,32.526,16.340,2.789
15.529,45.662,19.023,1.254
14.601,35.320,11.898,5.883
15.770,28.055,19.771,2.979
14.885,28.669,21.486,0.699
13.905,33.421,18.170,0.000
14.660,30.910,20.440,3.490
15.637,28.561,19.935,3.426
15.662,46.600,18.578,2.843
14.781,32.437,24.228,2.272
16.102,36.532,23.944,3.259
13.935,33.998,16.411,4.024
13.180,22.401,17.733,1.482
15.585,43.165,18.969,1.218
15.403,30.300,22.721,3.121
14.703,29.452,21.937,3.692
14.871,35.785,21.846,3.124
16.710,35.162,22.107,3.068
14.914,41.612,20.416,0.000
14.323,40.206,19.593,0.966
14.606,39.332,21.037,0.205
16.237,32.339,20.029,3.474
15.866,40.712,19.434,2.280
16.625,31.895,20.894,2.710
14.421,32.196,16.269,3.386
14.630,37.049,19.995,4.190
15.299,29.292,15.625,2.278
16.080,37.307,19.000,1.958
15.353,39.593,23.797,4.469
15.458,26.557,19.015,2.380
15.500,25.700,21.186,3.124
16.627,24.042,19.563,2.766
15.849,29.886,24.034,1.533
15.506,22.621,21.270,2.792
14.538,31.006,25.156,2.971
18.012,47.465,16.432,1.191
14.096,36.754,14.807,1.110
15.390,33.813,20.914,4.051
15.605,36.872,15.823,2.893
16.754,33.329,16.809,2.513
16.769,30.027,17.222,2.529
17.696,31.059,20.739,1.053
16.529,35.017,14.198,1.581
16.208,34.028,19.606,1.275
15.052,34.493,21.352,3.615
15.615,32.836,15.732,3.504
16.048,25.519,20.782,1.147
16.454,46.518,16.773,1.739
16.376,36.854,20.878,1.129
16.874,25.671,23.063,3.910
15.756,35.193,21.947,3.501
15.376,40.009,19.435,3.598
15.822,29.991,18.311,2.958
14.608,41.518,15.262,0.251
15.753,37.474,19.834,3.131
17.893,35.509,26.657,3.999
14.319,37.297,18.220,1.921
17.261,30.216,20.786,2.111
15.896,29.533,18.559,1.474
15.817,42.192,15.552,3.201
15.653,26.706,21.482,3.026
16.552,39.326,18.336,3.328
15.303,42.372,20.907,0.000
15.938,31.304,21.199,3.794
16.492,29.682,19.130,0.049
14.696,40.718,18.609,2.129
14.976,36.385,18.209,1.802
16.134,34.065,17.620,2.703
16.404,38.364,20.486,1.798
15.837,38.547,22.739,2.084
16.532,36.319,17.427,2.707
15.697,39.579,18.205,1.919
16.005,40.652,17.362,1.420
16.099,39.808,21.111,2.948
16.927,35.248,18.882,1.057
16.601,34.647,25.619,2.874
18.078,28.954,19.570,2.272
16.401,41.401,18.095,2.360
14.406,39.583,16.986,1.784
15.664,35.217,13.668,0.478
15.104,31.979,18.596,1.443
16.610,40.554,19.927,0.000
15.813,31.803,21.454,2.770
14.888,35.184,21.937,2.752
16.576,29.081,20.491,1.279
15.852,36.857,19.579,2.879
16.033,36.081,17.561,3.690
15.079,25.971,13.744,4.364
14.660,34.293,18.736,2.441
15.238,32.299,13.436,1.506
13.700,37.368,16.749,1.768
12.072,32.821,21.012,3.300
15.184,31.448,17.373,2.612
16.745,29.633,25.883,4.275
14.393,41.894,22.753,2.673
16.821,34.293,17.777,1.340
16.391,28.753,17.864,2.287
16.251,35.584,25.414,3.901
14.821,36.215,16.446,2.383
15.020,32.352,19.438,0.360
15.902,29.645,15.453,1.765
15.532,33.011,19.796,2.710
15.518,39.516,18.507,0.000
16.657,27.944,13.553,3.546
15.320,33.246,20.111,0.924
16.405,19.534,16.714,2.751
16.451,33.544,22.761,0.561
17.314,34.092,20.849,1.508
14.975,24.712,20.438,0.000
17.110,34.508,23.625,1.133
15.166,33.846,19.483,2.003
15.457,34.809,18.495,0.972
16.502,33.476,19.513,0.693
16.925,28.206,16.633,0.175
17.428,35.573,21.913,4.307
14.964,28.513,18.096,0.246
15.280,32.492,22.806,1.048
16.616,24.669,18.656,4.108
15.112,34.715,25.429,1.751
13.570,31.966,17.096,4.094
16.086,30.582,12.716,1.031
15.853,41.754,22.469,3.463
15.626,29.141,16.560,1.214
15.408,29.584,19.237,6.550
15.067,31.045,16.527,1.346
15.659,35.580,21.920,0.004
15.947,40.806,14.665,0.804
14.655,37.685,19.361,1.240
14.134,40.502,18.604,1.440
15.965,33.147,22.391,0.093
14.996,32.104,16.912,1.216
14.416,37.355,18.613,3.391
15.394,33.236,16.323,2.436
15.416,38.783,17.778,3.389
14.581,32.710,18.885,1.162
16.580,35.923,25.489,2.264
15.728,40.464,18.232,2.136
15.687,33.138,15.291,3.081
14.000,31.156,21.569,4.332
16.285,41.974,19.002,4.994
14.638,36.268,25.842,1.205
13.840,33.620,23.064,3.276
15.972,44.584,25.557,1.258
15.464,35.839,17.003,1.369
14.360,35.981,15.485,1.596
14.887,29.820,20.741,1.735
14.450,39.520,19.132,1.252
15.509,35.487,21.242,0.220
16.025,28.340,17.665,4.313
15.203,36.377,19.837,0.287
13.795,38.582,18.435,0.993
16.493,39.112,13.887,2.750
13.420,38.444,15.437,1.812
16.721,36.986,22.376,2.948
15.290,38.594,21.773,4.023
15.563,38.008,19.942,2.754
13.688,34.307,18.165,2.056
16.499,41.118,22.569,3.405
14.364,40.836,20.954,3.668
16.564,36.363,19.669,2.225
15.892,33.967,19.544,1.180
15.567,28.052,22.112,1.813
14.620,28.311,18.960,3.047
15.824,32.525,24.269,1.650
15.040,39.967,12.927,3.350
14.722,36.640,18.960,0.000
15.975,36.337,18.797,0.000
15.148,33.313,22.284,1.561
15.859,32.461,18.668,1.256
17.096,34.271,22.332,2.643
15.617,32.818,21.013,1.397
15.744,35.660,11.830,2.664
14.011,37.124,19.962,2.214
17.904,31.376,24.228,2.004
15.244,36.545,25.051,2.646
15.749,36.203,20.732,0.923
14.999,45.385,21.541,2.583
14.776,42.343,18.631,1.344
13.957,32.932,16.492,2.499
17.792,33.037,17.670,3.668
15.118,29.149,19.479,3.494
15.414,32.043,22.745,1.635
15.139,36.643,15.397,2.884
16.176,32.000,16.411,3.806
14.812,35.653,16.147,2.081
14.953,40.633,19.401,1.703
14.044,36.531,21.067,2.852
17.104,37.384,22.504,2.212
15.303,42.097,20.364,0.000
16.752,41.040,21.436,2.813
13.915,33.138,29.511,3.297
14.259,20.362,21.707,2.343
15.204,33.083,15.862,2.111
14.522,35.098,19.334,2.238
15.533,42.542,23.284,1.884
16.049,36.427,20.474,0.567
14.374,36.141,24.422,1.948
16.190,34.244,23.714,0.324
14.150,39.433,24.322,0.000
14.928,30.712,17.189,3.538
14.861,30.573,14.517,0.000
14.930,35.894,22.106,2.027
15.919,34.639,13.805,1.242
16.531,22.587,25.291,1.521
15.804,31.918,24.910,2.673
14.658,35.450,19.671,2.884
14.449,34.366,23.450,2.778
15.669,42.295,15.221,1.866
18.375,38.195,21.324,1.463
17.151,35.496,13.257,0.735
16.460,29.860,18.813,4.107
16.562,33.759,24.367,1.993
14.307,40.154,23.170,2.142
17.072,32.713,22.833,2.577
15.029,30.171,20.826,1.749
15.993,35.337,19.840,3.066
17.521,30.685,26.120,2.217
17.102,43.217,20.148,0.439
14.716,32.733,15.660,3.139
15.062,36.906,22.801,2.211
14.956,32.841,24.212,2.880
16.848,36.157,16.385,0.662
15.327,35.767,19.791,1.799
15.619,32.295,21.881,3.740
15.846,29.880,21.024,1.561
15.238,46.429,17.534,0.000
16.029,32.875,17.637,2.565
15.877,36.192,13.229,2.546
17.331,33.409,23.062,2.540
15.010,31.122,20.482,5.761
14.627,35.046,18.318,0.193
17.060,35.855,19.887,1.716
14.244,32.035,19.008,2.997
15.889,37.851,23.247,3.973
14.353,39.066,19.642,2.535
15.679,31.402,12.545,1.289
14.893,40.126,23.823,3.553
14.558,29.704,21.657,1.551
15.081,34.533,26.542,2.002
16.174,36.935,20.321,2.178
15.148,33.346,18.570,3.194
15.450,41.151,16.418,2.152
12.971,35.754,18.476,3.232
14.860,37.130,19.401,2.064
17.497,39.078,19.692,2.029
16.763,35.029,25.093,3.296
15.207,39.197,21.494,2.248
17.315,45.998,22.703,1.572
14.643,33.659,26.600,1.750
15.473,39.002,22.688,1.096
14.114,40.581,15.223,4.498
16.139,38.039,20.196,1.104
16.408,26.844,22.694,1.024
14.903,37.057,22.032,0.000
14.583,28.263,21.039,2.424
15.349,30.443,23.581,1.813
16.138,42.095,20.131,3.423
15.255,36.377,20.045,2.179
18.058,30.252,21.024,0.073
16.692,37.490,23.024,1.194
15.546,37.690,20.731,2.349
15.428,41.602,20.525,2.810
14.542,35.612,15.074,2.473
15.334,34.757,17.993,2.057
13.137,30.292,20.387,2.733
17.404,36.863,21.348,4.036
15.318,33.130,21.567,1.437
16.484,35.511,15.363,2.754
15.579,32.213,21.947,2.631
16.145,27.975,15.486,1.643
15.200,42.092,20.261,4.635
15.311,34.527,12.939,2.457
17.168,39.019,14.665,2.933
16.127,26.950,22.975,2.982
15.567,39.520,21.009,1.816
14.020,36.629,23.789,1.059
16.848,41.901,21.101,3.711
12.540,36.342,17.499,2.772
15.823,35.029,21.777,0.692
15.535,40.091,22.608,1.343
14.942,42.250,17.110,2.127
13.189,32.291,22.210,3.573
14.924,35.617,18.880,1.037
15.156,32.271,18.002,0.000
15.899,33.488,23.514,2.076
15.142,24.003,23.728,2.868
16.357,31.685,21.609,3.849
16.391,35.490,21.265,0.000
17.191,39.491,15.616,2.318
15.087,45.273,19.051,1.938
15.754,37.137,22.080,5.665
16.493,37.774,18.681,3.482
16.158,29.536,24.313,1.961
14.799,43.835,15.693,1.188
15.003,32.528,19.215,4.003
14.414,35.286,17.158,3.180
14.278,30.368,20.207,4.526
16.281,26.800,21.180,1.701
14.004,31.079,23.749,3.393
15.592,33.731,19.880,2.298
15.476,36.915,19.692,2.165
14.104,39.580,18.379,2.896
15.930,39.579,16.381,5.065
15.791,35.787,15.282,2.427
16.206,34.843,17.939,5.110
14.282,39.895,19.915,3.753
15.689,32.808,18.411,2.290
17.774,34.825,21.320,3.450
16.031,31.306,18.204,0.594
14.784,29.247,15.807,5.300
15.586,28.538,16.501,0.743
15.802,22.971,18.720,3.359
15.035,34.404,15.567,1.863
13.927,39.870,15.721,3.591
15.854,35.691,22.383,2.487
15.186,39.463,19.378,2.773
15.450,29.740,16.985,0.537
14.843,41.778,16.831,2.279
15.229,32.046,22.459,2.742
13.668,42.835,21.854,4.020
15.138,34.263,27.323,0.000
14.573,32.042,23.418,1.721
15.244,34.439,19.166,3.364
17.200,35.971,20.061,3.950
14.560,33.967,22.813,4.363
16.835,31.309,22.685,1.930
14.693,25.243,23.015,1.465
15.095,31.335,23.161,1.054
16.429,38.685,16.352,3.008
15.193,36.484,16.095,1.638
17.604,28.207,17.269,4.025
16.020,30.308,16.367,1.062
15.621,40.158,20.551,1.937
16.243,33.475,22.039,3.875
15.216,39.588,16.128,1.337
13.946,30.018,21.629,2.634
15.389,30.044,16.696,0.000
14.356,35.719,22.660,3.804
15.744,32.106,17.812,1.491
16.057,39.162,22.125,4.865
15.494,39.627,15.905,1.655
16.139,41.399,16.960,2.004
16.173,39.071,18.108,2.956
15.137,34.999,20.368,0.000
14.891,29.066,18.299,1.897
15.499,26.142,16.853,1.525
16.155,37.839,17.254,4.842
15.383,38.226,15.745,0.489
16.281,27.524,27.163,1.169
15.668,39.507,19.247,3.422
15.824,25.025,24.037,2.311
17.133,27.590,20.600,3.030
14.783,39.669,20.561,2.070
16.302,38.854,20.259,2.655
15.518,37.843,18.816,1.861
13.230,40.551,19.942,2.602
16.402,35.602,18.672,1.554
14.747,34.211,16.135,0.339
16.713,38.317,15.069,0.700
13.582,35.369,18.682,3.583
13.711,39.974,19.994,3.540
13.836,36.910,23.689,1.002
16.610,34.106,20.714,0.066
12.122,38.389,22.183,1.513
14.756,34.042,19.592,1.779
16.549,32.608,20.985,1.068
15.973,24.914,12.018,2.204
14.953,33.879,21.829,2.751
16.115,31.869,21.064,0.000
14.778,41.370,20.910,2.801
15.636,38.075,15.180,0.500
15.636,32.275,19.203,2.348
16.503,30.424,21.862,3.243
16.342,40.939,20.200,3.013
15.286,36.633,21.669,4.625
17.243,34.830,20.375,1.998
17.027,35.378,20.027,4.549
16.823,38.120,21.692,1.413
17.470,39.169,17.187,2.219
15.970,41.516,20.898,2.334
14.562,33.978,13.153,4.008
15.054,36.213,19.098,2.370
16.108,47.276,21.419,0.000
14.757,36.605,22.202,1.357
13.647,33.167,18.963,1.583
14.454,33.811,18.597,0.076
16.807,43.353,26.466,0.853
14.531,38.786,21.883,2.471
16.352,25.860,20.711,3.284
15.038,34.473,19.776,1.007
15.708,44.283,18.738,0.498
14.596,33.335,17.716,1.083
14.066,42.791,18.273,3.199
14.538,37.939,22.238,3.050
14.890,36.018,18.443,1.838
13.605,34.977,21.087,3.462
14.924,28.822,20.155,0.870
14.966,27.321,16.702,5.203
13.539,34.981,14.389,1.420
17.062,34.638,22.141,3.147
14.945,42.489,20.986,2.765
14.454,29.375,17.727,2.758
15.980,33.307,19.530,0.900
14.556,41.918,19.724,3.048
15.717,41.702,19.945,1.404
15.151,27.963,20.444,2.299
14.994,38.175,13.893,1.620
15.222,34.799,16.849,0.343
14.784,39.088,21.518,2.871
15.281,43.358,21.025,4.895
16.048,38.123,20.127,0.633
15.273,33.827,21.436,2.480
15.372,39.158,21.266,3.315
15.504,39.254,23.993,1.994
16.679,37.166,19.419,2.387
13.373,35.673,23.908,0.735
15.200,35.782,21.501,3.002
14.791,51.114,17.742,1.905
14.429,28.937,18.892,3.490
15.230,31.805,22.470,1.090
15.078,32.125,20.166,1.066
13.938,38.276,17.677,3.582
14.333,39.481,19.451,2.395
15.082,32.614,21.062,1.832
15.076,30.402,18.844,0.000
14.025,40.105,19.594,1.407
13.128,48.434,18.804,2.379
14.878,35.763,25.988,1.247
14.217,42.800,15.381,1.332
17.534,35.523,18.242,3.388
14.616,42.730,21.350,1.115
16.034,33.147,19.868,3.026
16.330,29.023,18.513,0.657
16.918,37.508,21.742,1.198
16.536,38.618,18.407,1.339
15.540,38.965,20.350,1.243
16.021,46.009,20.030,1.575
17.036,38.641,17.988,1.769
15.092,39.713,23.926,2.908
14.648,32.592,18.229,2.573
15.385,36.264,16.781,0.000
14.529,35.806,24.721,0.686
16.452,42.589,16.210,3.039
15.525,33.911,22.595,0.237
16.157,46.902,14.917,3.367
16.114,28.543,16.228,1.130
17.064,47.032,19.983,3.525
15.901,40.546,19.502,3.055
16.516,37.264,22.688,4.058
15.785,37.405,14.065,1.667
17.260,30.782,13.612,1.586
16.543,39.390,22.945,2.386
14.537,30.915,16.821,2.287
14.228,32.546,18.615,2.673
15.268,33.974,24.200,0.000
15.419,25.623,20.200,1.301
16.239,39.436,16.848,1.139
15.673,40.501,16.102,1.290
13.807,34.188,18.323,4.275
16.111,30.395,23.258,0.000
13.773,28.860,16.240,0.165
16.236,25.440,18.622,2.203
13.288,33.337,16.159,3.267
14.671,28.655,14.146,2.271
15.421,30.584,17.530,1.163
16.858,38.895,22.220,0.000
15.203,32.845,15.439,0.202
15.300,27.921,16.004,1.331
15.250,36.473,19.755,0.175
15.998,39.022,18.992,3.628
17.014,25.095,17.205,0.987
14.822,36.014,25.769,1.537
13.337,38.925,22.775,0.602
14.134,24.618,19.724,0.527
16.035,45.330,15.424,1.291
13.734,27.641,22.108,0.747
14.913,30.350,21.198,0.334
14.891,28.507,16.533,3.179
15.139,27.540,26.830,1.624
13.467,35.588,19.782,1.935
16.382,36.507,23.557,0.553
14.790,38.060,24.250,3.297
16.586,34.447,18.686,3.482
15.822,34.981,19.851,2.308
14.645,35.405,19.305,2.474
14.176,28.926,19.871,0.882
14.741,40.716,16.123,0.966
14.658,28.660,23.698,1.645
16.489,44.139,14.318,1.680
16.273,39.215,16.835,1.531
14.438,36.634,23.823,3.210
15.979,44.489,15.490,2.377
15.513,39.735,20.916,2.484
16.779,27.247,25.668,2.532
13.144,35.872,21.730,1.122
15.798,41.491,21.797,3.439
14.999,38.614,21.274,0.991
14.484,31.486,21.012,2.058
15.532,35.627,18.848,1.812
14.519,36.870,17.778,0.243
14.503,34.737,23.381,1.947
15.517,32.647,22.645,2.336
16.578,30.604,13.257,3.294
15.869,32.750,17.496,0.994
14.551,37.652,20.668,2.045
15.427,27.793,20.039,3.030
15.697,37.395,15.101,2.725
15.539,31.883,25.939,4.702
14.615,32.925,16.726,2.124
13.934,32.860,23.247,0.272
16.101,34.013,16.954,2.851
14.556,38.986,13.650,1.378
15.497,31.879,18.040,0.946
14.971,45.222,22.419,2.362
15.161,42.093,23.830,0.710
14.012,33.332,25.336,0.991
15.136,43.355,23.249,2.437
15.060,37.247,20.572,0.130
15.805,35.937,20.867,3.051
16.047,24.532,20.114,0.714
15.373,25.428,21.663,2.751
14.828,36.676,20.844,4.410
14.850,29.366,17.276,0.000
15.581,31.031,20.217,3.715
15.802,37.839,19.844,1.930
13.927,30.099,26.328,0.000
15.539,36.065,18.481,2.284
16.901,33.130,22.876,2.001
14.241,39.514,22.243,1.341
13.767,34.233,15.412,2.410
16.017,33.837,25.661,3.841
15.211,31.442,18.545,2.702
16.271,39.281,21.177,3.497
16.704,40.709,23.768,4.520
16.045,28.803,20.336,0.725
15.522,37.125,21.659,3.479
17.008,31.787,14.431,2.578
15.324,36.697,20.362,0.528
16.169,42.600,29.966,4.435
16.914,36.232,20.687,3.051
15.531,31.634,19.197,1.264
16.633,37.882,21.683,2.331
15.035,30.083,24.182,3.132
15.698,26.085,18.845,2.114
17.402,33.974,16.234,1.052
16.693,45.298,23.141,3.595
15.149,31.202,14.442,3.194
16.381,33.143,19.206,1.921
13.331,36.151,15.708,0.817
14.217,34.346,17.397,3.187
13.587,35.604,24.799,0.549
16.013,30.301,20.584,1.894
16.496,26.040,23.368,0.312
15.453,39.013,16.469,4.137
17.217,37.729,26.644,1.654
13.349,30.139,21.680,1.539
16.900,35.139,21.625,1.208
15.134,33.171,21.392,1.656
13.655,46.508,19.256,3.254
14.088,30.818,18.692,1.639
16.780,36.194,26.243,3.767
16.289,33.178,16.995,2.800
14.999,39.142,16.917,2.188
16.895,34.372,18.679,2.593
14.541,35.259,21.141,3.204
15.237,40.078,17.636,1.335
14.433,30.154,19.757,2.130
15.341,43.827,21.469,1.086
14.173,38.850,16.497,1.825
16.225,32.460,18.482,2.181
15.077,32.808,17.538,0.659
16.130,28.542,18.600,2.415
16.696,39.650,18.400,3.920
16.088,38.623,25.492,0.468
15.056,40.076,22.907,5.312
16.834,25.048,21.443,2.250
15.917,30.132,20.423,0.883
14.430,32.579,20.751,0.882
17.045,35.736,20.466,2.790
14.935,45.794,16.751,3.337
15.479,33.163,20.956,1.963
15.703,39.934,23.053,2.357
15.661,33.215,20.424,3.311
15.688,39.823,26.144,1.824
17.019,34.242,20.116,1.180
14.193,40.742,18.145,1.582
15.619,33.832,20.104,2.474
15.906,40.064,21.773,0.928
15.546,34.906,21.256,3.454
16.129,38.325,18.260,3.810
14.655,37.367,19.134,3.755
15.662,30.604,17.684,4.528
15.934,35.248,20.663,2.409
15.053,31.952,15.379,1.976
15.837,33.687,13.561,1.716
14.454,39.710,18.873,1.563
15.722,33.792,23.566,0.691
16.052,39.692,19.759,1.979
16.022,33.168,19.088,1.408
16.387,36.444,20.245,1.078
15.111,39.365,15.689,2.475
17.262,28.084,22.648,4.595
16.002,33.289,24.215,1.751
14.140,40.569,18.398,2.386
15.536,43.076,21.090,2.566
16.052,35.694,16.200,0.429
16.642,41.757,18.728,2.550
14.686,39.132,22.572,1.604
14.263,30.715,19.827,0.932
16.217,30.426,18.803,1.721
15.578,46.313,18.579,0.959
17.559,34.696,19.841,3.209
16.076,34.112,16.667,0.279
16.312,37.648,19.428,2.363
14.990,38.781,22.718,2.297
15.750,30.688,15.506,1.695
15.232,32.025,22.094,3.814
15.052,44.184,17.469,2.783
15.930,34.659,27.373,3.714
14.663,43.159,18.047,2.720
18.217,36.735,13.879,1.395
15.146,37.798,16.224,2.456
14.123,41.151,16.633,2.354
17.423,31.074,22.231,0.706
13.900,23.886,27.260,0.000
15.220,24.521,20.128,3.338
14.978,27.130,19.401,0.988
15.158,41.310,19.802,1.905
13.842,36.341,12.035,2.050
15.042,36.880,18.883,3.108
14.928,32.487,26.793,4.499
16.049,41.929,18.525,1.617
15.820,27.901,18.494,1.674
14.033,36.410,21.960,2.389
15.228,33.917,12.101,2.762
15.347,29.443,17.822,1.180
13.819,35.715,17.227,2.372
14.713,44.115,19.277,2.834
15.602,30.786,21.354,3.782
14.881,37.691,13.701,3.464
16.482,39.482,21.351,2.082
16.334,35.948,22.414,3.693
17.264,37.726,18.367,3.439
15.250,33.770,18.405,2.378
16.631,47.767,18.201,2.261
16.628,40.950,18.515,0.000
17.400,35.388,20.133,4.096
16.201,30.620,19.096,3.737
16.145,36.578,14.156,1.548
15.686,33.434,20.232,2.680
16.726,35.158,21.544,1.551
14.833,28.364,24.457,1.390
15.379,39.123,23.338,3.866
16.141,28.099,19.152,2.121
14.463,31.306,19.348,3.771
